,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,OWN_AUTO,GEN_INDUSTRY,GEN_TITLE,JOB_DIR,WORK_TIME,FAMILY_INCOME,PERSONAL_INCOME,FACT_FO,TARGET
9488,26,1,Среднее специальное,Состою в браке,1,1,1,0,0,1,Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,88.0,от 20000 до 50000 руб.,10000.0,СЗФО,0
9490,22,1,Неоконченное высшее,Состою в браке,1,1,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,9000.0,ЦФО,0
9491,22,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,12.0,от 5000 до 10000 руб.,5000.0,СФО,0
9492,23,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,Наука,Служащий,Участие в основ. деятельности,12.0,от 5000 до 10000 руб.,4300.0,ПФО,0
9494,26,1,Среднее специальное,Состою в браке,3,3,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,48.0,от 20000 до 50000 руб.,6000.0,ЮФО,0
9495,25,1,Высшее,Состою в браке,1,1,1,0,1,0,Транспорт,Специалист,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,10000.0,СФО,0
9496,27,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,Торговля,Руководитель высшего звена,"Бухгалтерия, финансы, планир.",24.0,от 20000 до 50000 руб.,15000.0,СЗФО,0
9497,22,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Здравоохранение,Рабочий,Участие в основ. деятельности,8.0,от 10000 до 20000 руб.,4400.0,ПФО,0
9498,24,1,Среднее,Не состоял в браке,0,0,1,0,0,0,Торговля,Служащий,Участие в основ. деятельности,4.0,от 20000 до 50000 руб.,7000.0,СЗФО,0
9499,22,1,Неоконченное высшее,Состою в браке,1,0,1,0,1,0,Здравоохранение,Специалист,Участие в основ. деятельности,12.0,от 10000 до 20000 руб.,10000.0,СФО,0
9500,25,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,18.0,от 10000 до 20000 руб.,15000.0,СФО,1
9501,24,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,Торговля,Высококвалифиц. специалист,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,12000.0,ДФО,0
9502,22,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,19.0,от 5000 до 10000 руб.,8000.0,ПФО,0
9503,25,1,Высшее,Состою в браке,0,0,1,0,0,0,Информационные услуги,Специалист,Участие в основ. деятельности,72.0,от 10000 до 20000 руб.,6000.0,ЦФО,0
9504,24,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,5.0,от 10000 до 20000 руб.,8000.0,ЮФО,1
9505,26,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Торговля,Специалист,"Бухгалтерия, финансы, планир.",30.0,от 10000 до 20000 руб.,15000.0,ПФО,0
9506,26,1,Неоконченное высшее,Состою в браке,0,0,1,0,0,0,Торговля,Специалист,"Бухгалтерия, финансы, планир.",60.0,от 10000 до 20000 руб.,9000.0,СФО,0
9507,25,1,Высшее,Состою в браке,0,0,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,20000.0,СЗФО,0
9508,25,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,42.0,от 10000 до 20000 руб.,12500.0,УФО,0
9509,26,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,Государственная служба,Специалист,Участие в основ. деятельности,60.0,от 20000 до 50000 руб.,10000.0,СЗФО,0
9510,22,1,Среднее,Не состоял в браке,0,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,18000.0,ЦФО,0
9511,22,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,Торговля,Служащий,Участие в основ. деятельности,18.0,от 10000 до 20000 руб.,7000.0,УФО,0
9512,25,1,Высшее,Гражданский брак,1,1,1,0,0,0,Государственная служба,Служащий,Служба безопасности,9.0,от 20000 до 50000 руб.,15000.0,СФО,0
9513,57,1,Среднее специальное,Состою в браке,3,0,1,1,1,0,Сельское хозяйство,Специалист,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,12000.0,УФО,0
9514,24,1,Среднее специальное,Гражданский брак,2,2,1,0,0,0,Информационные услуги,Специалист,Снабжение и сбыт,12.0,от 10000 до 20000 руб.,6000.0,СЗФО,1
9515,22,1,Среднее,Не состоял в браке,0,0,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,12.0,от 10000 до 20000 руб.,10000.0,СЗФО,0
9516,26,1,Среднее,Разведен(а),1,1,1,0,1,0,Другие сферы,Рабочий,Кадровая служба и секретариат,10.0,от 10000 до 20000 руб.,10000.0,ЦФО,0
9517,25,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Высококвалифиц. специалист,Участие в основ. деятельности,12.0,от 20000 до 50000 руб.,20000.0,ДФО,0
9518,26,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,Сборочные производства,Специалист,Участие в основ. деятельности,18.0,от 10000 до 20000 руб.,10000.0,СЗФО,0
9519,51,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,Транспорт,Специалист,Участие в основ. деятельности,132.0,от 10000 до 20000 руб.,5000.0,ЦФО,0
9520,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Торговля,Служащий,Участие в основ. деятельности,16.0,от 10000 до 20000 руб.,6500.0,СЗФО,0
9521,26,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,Другие сферы,Рабочий,Участие в основ. деятельности,48.0,от 10000 до 20000 руб.,5000.0,ЦФО,0
9522,26,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,36.0,от 5000 до 10000 руб.,6000.0,СКФО,0
9523,23,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Банк/Финансы,Специалист,"Бухгалтерия, финансы, планир.",3.0,от 10000 до 20000 руб.,10000.0,ЮФО,0
9524,24,1,Среднее,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,12000.0,СФО,0
